CreditCardID,CardType,CardNumber,ExpMonth,ExpYear,ModifiedDate
11159,SuperiorCard,3.33367E+13,5,2006,00:00.0
11160,Vista,1.11175E+13,11,2006,00:00.0
11161,Vista,1.11195E+13,12,2008,00:00.0
11162,SuperiorCard,3.33372E+13,8,2006,00:00.0
11163,Distinguish,5.55539E+13,5,2008,00:00.0
11164,ColonialVoice,7.7774E+13,10,2005,00:00.0
11165,Vista,1.11194E+13,4,2008,00:00.0
11166,Vista,1.11115E+13,6,2006,00:00.0
11167,SuperiorCard,3.33324E+13,3,2005,00:00.0
11168,SuperiorCard,3.3335E+13,6,2008,00:00.0
11169,ColonialVoice,7.77796E+13,5,2008,00:00.0
11170,Vista,1.1115E+13,9,2005,00:00.0
11171,ColonialVoice,7.77745E+13,3,2008,00:00.0
11172,SuperiorCard,3.33337E+13,11,2005,00:00.0
11173,SuperiorCard,3.33328E+13,2,2006,00:00.0
11174,Vista,1.11162E+13,6,2008,00:00.0
11175,Vista,1.11195E+13,3,2008,00:00.0
11176,Vista,1.11188E+13,2,2007,00:00.0
11177,ColonialVoice,7.77746E+13,10,2007,00:00.0
11178,Distinguish,5.556E+13,12,2005,00:00.0
11179,SuperiorCard,3.33391E+13,8,2007,00:00.0
11180,ColonialVoice,7.77722E+13,5,2008,00:00.0
11181,ColonialVoice,7.77737E+13,3,2005,00:00.0
11182,ColonialVoice,7.77722E+13,3,2006,00:00.0
11183,Distinguish,5.55587E+13,2,2008,00:00.0
11184,Vista,1.1112E+13,11,2006,00:00.0
11185,SuperiorCard,3.33386E+13,8,2005,00:00.0
11186,Vista,1.11136E+13,12,2007,00:00.0
11187,Distinguish,5.55574E+13,10,2007,00:00.0
11188,SuperiorCard,3.33352E+13,7,2008,00:00.0
11189,Vista,1.11194E+13,5,2006,00:00.0
11190,SuperiorCard,3.33341E+13,6,2005,00:00.0
11191,Distinguish,5.55516E+13,7,2007,00:00.0
11192,Distinguish,5.55551E+13,1,2006,00:00.0
11193,ColonialVoice,7.7774E+13,3,2006,00:00.0
11194,ColonialVoice,7.77791E+13,1,2005,00:00.0
11195,Distinguish,5.55556E+13,11,2008,00:00.0
11196,Distinguish,5.5559E+13,3,2007,00:00.0
11197,Distinguish,5.55513E+13,4,2007,00:00.0
11198,Distinguish,5.55524E+13,11,2008,00:00.0
11199,Distinguish,5.55566E+13,10,2005,00:00.0
11200,Distinguish,5.55533E+13,9,2006,00:00.0
11201,Vista,1.11147E+13,7,2007,00:00.0
11202,SuperiorCard,3.33339E+13,10,2008,00:00.0
11203,ColonialVoice,7.77785E+13,2,2007,00:00.0
11204,Distinguish,5.55551E+13,2,2006,00:00.0
11205,SuperiorCard,3.33371E+13,11,2005,00:00.0
11206,Distinguish,5.55537E+13,12,2006,00:00.0
11207,Distinguish,5.55586E+13,10,2007,00:00.0
11208,SuperiorCard,3.33329E+13,10,2008,00:00.0
11209,Distinguish,5.55544E+13,7,2008,00:00.0
11210,ColonialVoice,7.77724E+13,3,2006,00:00.0
11211,Distinguish,5.55531E+13,3,2006,00:00.0
11212,ColonialVoice,7.7773E+13,7,2005,00:00.0
11213,Distinguish,5.55525E+13,4,2008,00:00.0
11214,Distinguish,5.55567E+13,7,2006,00:00.0
11215,SuperiorCard,3.33324E+13,11,2007,00:00.0
11216,ColonialVoice,7.7776E+13,2,2005,00:00.0
11217,ColonialVoice,7.77764E+13,11,2005,00:00.0
11218,Distinguish,5.55599E+13,5,2007,00:00.0
11219,Vista,1.11154E+13,3,2005,00:00.0
11220,ColonialVoice,7.77789E+13,4,2007,00:00.0
11221,SuperiorCard,3.33373E+13,4,2007,00:00.0
11222,Vista,1.1118E+13,9,2005,00:00.0
11223,Distinguish,5.55581E+13,6,2005,00:00.0
11224,SuperiorCard,3.33374E+13,7,2006,00:00.0
11225,Vista,1.11147E+13,6,2006,00:00.0
11226,Vista,1.11165E+13,10,2005,00:00.0
11227,Distinguish,5.55519E+13,11,2008,00:00.0
11228,SuperiorCard,3.33374E+13,10,2007,00:00.0
11229,Vista,1.11187E+13,12,2007,00:00.0
11230,SuperiorCard,3.33392E+13,11,2005,00:00.0
11231,SuperiorCard,3.33384E+13,7,2005,00:00.0
11232,Vista,1.1111E+13,1,2007,00:00.0
11233,SuperiorCard,3.33395E+13,7,2008,00:00.0
11234,Distinguish,5.55571E+13,5,2007,00:00.0
11235,ColonialVoice,7.77742E+13,3,2005,00:00.0
11236,Distinguish,5.55518E+13,12,2006,00:00.0
11237,Distinguish,5.55518E+13,12,2006,00:00.0
11238,Vista,1.11115E+13,9,2006,00:00.0
11239,SuperiorCard,3.33321E+13,8,2006,00:00.0
11240,SuperiorCard,3.33315E+13,12,2006,00:00.0
11241,Distinguish,5.55558E+13,9,2007,00:00.0
11242,Vista,1.11162E+13,4,2005,00:00.0
11243,ColonialVoice,7.77742E+13,9,2007,00:00.0
11244,SuperiorCard,3.33386E+13,11,2008,00:00.0
11245,Distinguish,5.55535E+13,11,2005,00:00.0
11246,Vista,1.11158E+13,7,2006,00:00.0
11247,SuperiorCard,3.3333E+13,5,2006,00:00.0
11248,Distinguish,5.55517E+13,12,2005,00:00.0
11249,Vista,1.11189E+13,4,2005,00:00.0
11250,SuperiorCard,3.33363E+13,1,2005,00:00.0
11251,SuperiorCard,3.33313E+13,2,2008,00:00.0
11252,ColonialVoice,7.77761E+13,1,2007,00:00.0
11253,SuperiorCard,3.33352E+13,8,2007,00:00.0
11254,Vista,1.11199E+13,2,2006,00:00.0
11255,ColonialVoice,7.77723E+13,9,2005,00:00.0
11256,SuperiorCard,3.33396E+13,10,2007,00:00.0
11257,SuperiorCard,3.33387E+13,12,2005,00:00.0
11258,ColonialVoice,7.77793E+13,9,2008,00:00.0
11259,ColonialVoice,7.77782E+13,6,2005,00:00.0
11260,ColonialVoice,7.77763E+13,8,2007,00:00.0
11261,ColonialVoice,7.77723E+13,5,2007,00:00.0
11262,SuperiorCard,3.33357E+13,2,2005,00:00.0
11263,ColonialVoice,7.77739E+13,3,2008,00:00.0
11264,ColonialVoice,7.77769E+13,4,2007,00:00.0
11265,ColonialVoice,7.7777E+13,3,2005,00:00.0
11266,Vista,1.11184E+13,3,2008,00:00.0
11267,SuperiorCard,3.3339E+13,7,2008,00:00.0
11268,SuperiorCard,3.334E+13,1,2005,00:00.0
11269,Distinguish,5.55564E+13,8,2008,00:00.0
11270,Distinguish,5.5554E+13,1,2006,00:00.0
11271,SuperiorCard,3.33397E+13,2,2006,00:00.0
11272,Distinguish,5.55547E+13,5,2006,00:00.0
11273,SuperiorCard,3.33322E+13,1,2005,00:00.0
11274,Vista,1.11179E+13,4,2006,00:00.0
11275,Distinguish,5.55512E+13,7,2006,00:00.0
11276,SuperiorCard,3.33387E+13,2,2007,00:00.0
11277,SuperiorCard,3.33384E+13,10,2008,00:00.0
11278,SuperiorCard,3.33312E+13,1,2006,00:00.0
11279,ColonialVoice,7.77764E+13,6,2007,00:00.0
11280,Distinguish,5.55542E+13,1,2005,00:00.0
11281,SuperiorCard,3.33364E+13,10,2006,00:00.0
11282,SuperiorCard,3.33375E+13,3,2007,00:00.0
11283,Distinguish,5.55584E+13,7,2008,00:00.0
11284,SuperiorCard,3.33342E+13,7,2008,00:00.0
11285,Vista,1.11126E+13,1,2005,00:00.0
11286,SuperiorCard,3.33384E+13,7,2007,00:00.0
11287,SuperiorCard,3.3335E+13,11,2005,00:00.0
11288,Distinguish,5.55571E+13,9,2006,00:00.0
11289,Vista,1.11145E+13,3,2006,00:00.0
11290,ColonialVoice,7.77788E+13,11,2008,00:00.0
11291,Distinguish,5.55549E+13,3,2006,00:00.0
11292,SuperiorCard,3.33374E+13,12,2006,00:00.0
11293,Distinguish,5.55555E+13,2,2005,00:00.0
11294,Vista,1.11167E+13,7,2005,00:00.0
11295,Distinguish,5.55547E+13,4,2006,00:00.0
11296,Distinguish,5.55566E+13,3,2008,00:00.0
11297,ColonialVoice,7.77738E+13,3,2006,00:00.0
11298,ColonialVoice,7.77744E+13,5,2008,00:00.0
11299,Vista,1.1113E+13,6,2005,00:00.0
11300,SuperiorCard,3.33351E+13,1,2008,00:00.0
11301,SuperiorCard,3.33361E+13,12,2005,00:00.0
11302,Vista,1.11152E+13,7,2005,00:00.0
11303,Vista,1.11167E+13,1,2007,00:00.0
11304,ColonialVoice,7.77765E+13,11,2005,00:00.0
11305,Vista,1.11151E+13,4,2006,00:00.0
11306,SuperiorCard,3.33326E+13,1,2007,00:00.0
11307,Vista,1.11138E+13,9,2008,00:00.0
11308,Distinguish,5.55594E+13,12,2006,00:00.0
11309,Distinguish,5.55515E+13,10,2006,00:00.0
11310,Vista,1.11157E+13,3,2008,00:00.0
11311,SuperiorCard,3.3337E+13,3,2007,00:00.0
11312,Distinguish,5.55528E+13,1,2008,00:00.0
11313,ColonialVoice,7.77712E+13,1,2005,00:00.0
11314,ColonialVoice,7.77724E+13,10,2008,00:00.0
11315,Vista,1.1115E+13,6,2005,00:00.0
11316,SuperiorCard,3.33399E+13,1,2007,00:00.0
11317,ColonialVoice,7.77752E+13,5,2007,00:00.0
11318,Distinguish,5.55521E+13,10,2007,00:00.0
11319,ColonialVoice,7.77756E+13,4,2007,00:00.0
11320,ColonialVoice,7.77777E+13,12,2005,00:00.0
11321,Vista,1.11154E+13,3,2005,00:00.0
11322,Distinguish,5.55583E+13,6,2006,00:00.0
11323,SuperiorCard,3.33373E+13,4,2007,00:00.0
11324,Distinguish,5.55573E+13,5,2005,00:00.0
11325,SuperiorCard,3.33334E+13,11,2006,00:00.0
11326,Distinguish,5.55553E+13,10,2006,00:00.0
11327,ColonialVoice,7.77789E+13,8,2007,00:00.0
11328,Vista,1.11187E+13,9,2007,00:00.0
11329,ColonialVoice,7.77734E+13,8,2005,00:00.0
11330,ColonialVoice,7.77728E+13,5,2005,00:00.0
11331,Vista,1.11138E+13,3,2005,00:00.0
11332,Vista,1.1112E+13,9,2006,00:00.0
11333,ColonialVoice,7.77766E+13,3,2008,00:00.0
11334,Distinguish,5.5554E+13,7,2006,00:00.0
11335,Distinguish,5.55564E+13,9,2006,00:00.0
11336,ColonialVoice,7.77797E+13,11,2006,00:00.0
11337,ColonialVoice,7.7771E+13,10,2008,00:00.0
11338,Vista,1.11194E+13,5,2008,00:00.0
11339,Vista,1.11111E+13,1,2007,00:00.0
11340,ColonialVoice,7.77767E+13,9,2008,00:00.0
11341,SuperiorCard,3.3337E+13,2,2006,00:00.0
11342,Distinguish,5.55571E+13,8,2006,00:00.0
11343,ColonialVoice,7.77794E+13,7,2007,00:00.0
11344,SuperiorCard,3.33377E+13,3,2005,00:00.0
11345,Distinguish,5.55585E+13,8,2007,00:00.0
11346,ColonialVoice,7.77727E+13,1,2006,00:00.0
11347,ColonialVoice,7.77717E+13,5,2007,00:00.0
11348,SuperiorCard,3.33317E+13,6,2008,00:00.0
11349,Vista,1.11148E+13,6,2008,00:00.0
11350,Distinguish,5.55531E+13,11,2006,00:00.0
11351,ColonialVoice,7.77723E+13,1,2005,00:00.0
11352,Vista,1.11173E+13,11,2006,00:00.0
11353,Distinguish,5.55554E+13,12,2008,00:00.0
11354,ColonialVoice,7.77793E+13,3,2007,00:00.0
11355,SuperiorCard,3.33324E+13,4,2005,00:00.0
11356,ColonialVoice,7.77735E+13,1,2007,00:00.0
11357,Vista,1.11131E+13,1,2005,00:00.0
11358,ColonialVoice,7.77784E+13,11,2007,00:00.0
11359,Distinguish,5.55597E+13,9,2006,00:00.0
11360,SuperiorCard,3.33371E+13,12,2008,00:00.0
11361,Vista,1.11199E+13,4,2008,00:00.0
11362,Vista,1.11126E+13,9,2008,00:00.0
11363,SuperiorCard,3.3339E+13,10,2008,00:00.0
11364,SuperiorCard,3.33324E+13,8,2008,00:00.0
11365,Vista,1.11149E+13,5,2005,00:00.0
11366,ColonialVoice,7.77735E+13,9,2005,00:00.0
11367,SuperiorCard,3.33393E+13,6,2007,00:00.0
11368,Distinguish,5.55523E+13,3,2006,00:00.0
11369,Vista,1.11198E+13,2,2005,00:00.0
11370,Vista,1.11169E+13,12,2007,00:00.0
11371,SuperiorCard,3.33326E+13,1,2005,00:00.0
11372,Vista,1.11156E+13,1,2005,00:00.0
11373,Vista,1.11194E+13,7,2007,00:00.0
11374,SuperiorCard,3.33348E+13,7,2007,00:00.0
11375,SuperiorCard,3.33336E+13,3,2005,00:00.0
11376,ColonialVoice,7.77728E+13,11,2007,00:00.0
11377,Vista,1.11136E+13,9,2008,00:00.0
11378,Distinguish,5.55524E+13,7,2007,00:00.0
11379,SuperiorCard,3.33389E+13,9,2007,00:00.0
11380,Distinguish,5.55593E+13,1,2007,00:00.0
11381,Vista,1.11147E+13,1,2005,00:00.0
11382,ColonialVoice,7.7772E+13,3,2008,00:00.0
11383,SuperiorCard,3.33348E+13,4,2008,00:00.0
11384,SuperiorCard,3.33384E+13,8,2005,00:00.0
11385,SuperiorCard,3.33399E+13,1,2006,00:00.0
11386,SuperiorCard,3.33325E+13,1,2008,00:00.0
11387,ColonialVoice,7.77795E+13,4,2005,00:00.0
11388,ColonialVoice,7.77742E+13,10,2007,00:00.0
11389,SuperiorCard,3.3338E+13,1,2007,00:00.0
11390,ColonialVoice,7.77717E+13,2,2007,00:00.0
11391,Vista,1.11136E+13,6,2005,00:00.0
11392,ColonialVoice,7.77759E+13,1,2007,00:00.0
11393,ColonialVoice,7.77728E+13,3,2008,00:00.0
11394,ColonialVoice,7.77731E+13,2,2006,00:00.0
11395,ColonialVoice,7.77717E+13,7,2008,00:00.0
11396,Distinguish,5.55534E+13,9,2006,00:00.0
11397,Distinguish,5.5556E+13,7,2006,00:00.0
11398,Distinguish,5.55547E+13,7,2008,00:00.0
11399,Vista,1.11149E+13,4,2005,00:00.0
11400,Distinguish,5.55524E+13,11,2006,00:00.0
11401,Distinguish,5.55556E+13,8,2008,00:00.0
11402,SuperiorCard,3.33376E+13,2,2006,00:00.0
11403,Vista,1.1114E+13,3,2006,00:00.0
11404,ColonialVoice,7.77792E+13,5,2006,00:00.0
11405,ColonialVoice,7.77762E+13,9,2005,00:00.0
11406,ColonialVoice,7.77754E+13,4,2008,00:00.0
11407,SuperiorCard,3.33314E+13,6,2006,00:00.0
11408,Distinguish,5.55584E+13,12,2006,00:00.0
11409,Vista,1.11122E+13,2,2005,00:00.0
11410,SuperiorCard,3.33358E+13,10,2007,00:00.0
11411,Distinguish,5.55585E+13,6,2005,00:00.0
11412,Vista,1.11115E+13,11,2008,00:00.0
11413,Distinguish,5.55576E+13,3,2007,00:00.0
11414,ColonialVoice,7.77795E+13,12,2006,00:00.0
11415,Vista,1.11193E+13,11,2006,00:00.0
11416,Vista,1.11144E+13,6,2006,00:00.0
11417,Distinguish,5.55555E+13,1,2007,00:00.0
11418,SuperiorCard,3.33386E+13,12,2005,00:00.0
11419,ColonialVoice,7.7777E+13,5,2005,00:00.0
11420,ColonialVoice,7.77787E+13,4,2007,00:00.0
11421,Distinguish,5.55533E+13,4,2007,00:00.0
11422,SuperiorCard,3.33337E+13,3,2005,00:00.0
11423,SuperiorCard,3.33392E+13,8,2008,00:00.0
11424,SuperiorCard,3.33322E+13,6,2006,00:00.0
11425,SuperiorCard,3.33352E+13,1,2008,00:00.0
11426,Vista,1.11121E+13,7,2008,00:00.0
11427,ColonialVoice,7.7774E+13,6,2008,00:00.0
11428,Vista,1.11116E+13,11,2008,00:00.0
11429,Vista,1.11193E+13,10,2006,00:00.0
11430,SuperiorCard,3.33388E+13,1,2005,00:00.0
11431,Distinguish,5.55516E+13,3,2005,00:00.0
11432,ColonialVoice,7.77766E+13,12,2008,00:00.0
11433,SuperiorCard,3.3337E+13,10,2007,00:00.0
11434,SuperiorCard,3.3333E+13,12,2007,00:00.0
11435,Distinguish,5.55597E+13,1,2007,00:00.0
11436,SuperiorCard,3.3338E+13,3,2007,00:00.0
11437,Distinguish,5.5553E+13,1,2008,00:00.0
11438,Vista,1.11148E+13,4,2008,00:00.0
11439,Vista,1.11127E+13,8,2005,00:00.0
11440,ColonialVoice,7.77713E+13,11,2008,00:00.0
11441,SuperiorCard,3.33367E+13,4,2006,00:00.0
11442,Distinguish,5.55586E+13,5,2005,00:00.0
11443,SuperiorCard,3.33394E+13,10,2007,00:00.0
11444,ColonialVoice,7.77798E+13,5,2006,00:00.0
11445,Vista,1.11185E+13,6,2006,00:00.0
11446,SuperiorCard,3.33314E+13,1,2005,00:00.0
11447,Vista,1.11188E+13,7,2007,00:00.0
11448,ColonialVoice,7.77745E+13,2,2006,00:00.0
11449,SuperiorCard,3.33345E+13,9,2007,00:00.0
11450,Vista,1.11127E+13,5,2008,00:00.0
11451,Distinguish,5.55564E+13,12,2008,00:00.0
11452,SuperiorCard,3.33351E+13,9,2005,00:00.0
11453,Vista,1.11114E+13,2,2005,00:00.0
11454,ColonialVoice,7.77788E+13,6,2006,00:00.0
11455,Vista,1.11145E+13,8,2006,00:00.0
11456,ColonialVoice,7.77744E+13,4,2006,00:00.0
11457,Distinguish,5.55512E+13,4,2008,00:00.0
11458,SuperiorCard,3.33366E+13,3,2005,00:00.0
11459,Distinguish,5.55567E+13,5,2008,00:00.0
11460,SuperiorCard,3.33374E+13,2,2006,00:00.0
11461,Vista,1.11155E+13,11,2007,00:00.0
11462,Vista,1.11115E+13,12,2007,00:00.0
11463,Vista,1.1118E+13,3,2007,00:00.0
11464,SuperiorCard,3.334E+13,12,2005,00:00.0
11465,SuperiorCard,3.33314E+13,11,2008,00:00.0
11466,SuperiorCard,3.33319E+13,12,2008,00:00.0
11467,SuperiorCard,3.33379E+13,12,2006,00:00.0
11468,Vista,1.11199E+13,8,2005,00:00.0
11469,Vista,1.11177E+13,5,2005,00:00.0
11470,Distinguish,5.55527E+13,10,2006,00:00.0
11471,Distinguish,5.55548E+13,1,2005,00:00.0
11472,SuperiorCard,3.33361E+13,2,2006,00:00.0
11473,Distinguish,5.55562E+13,8,2006,00:00.0
11474,SuperiorCard,3.33311E+13,8,2005,00:00.0
11475,ColonialVoice,7.77729E+13,2,2005,00:00.0
11476,SuperiorCard,3.33376E+13,10,2008,00:00.0
11477,Vista,1.11111E+13,3,2007,00:00.0
11478,Distinguish,5.55593E+13,9,2005,00:00.0
11479,Distinguish,5.55582E+13,7,2006,00:00.0
11480,ColonialVoice,7.77718E+13,4,2006,00:00.0
11481,SuperiorCard,3.3338E+13,6,2007,00:00.0
11482,Distinguish,5.5552E+13,6,2007,00:00.0
11483,Vista,1.11195E+13,7,2006,00:00.0
11484,ColonialVoice,7.77769E+13,1,2008,00:00.0
11485,Distinguish,5.55533E+13,10,2006,00:00.0
11486,Distinguish,5.55595E+13,9,2005,00:00.0
11487,ColonialVoice,7.77756E+13,2,2005,00:00.0
11488,ColonialVoice,7.77798E+13,10,2005,00:00.0
11489,SuperiorCard,3.3334E+13,6,2008,00:00.0
11490,Vista,1.11171E+13,10,2007,00:00.0
11491,ColonialVoice,7.77726E+13,7,2005,00:00.0
11492,SuperiorCard,3.33363E+13,3,2007,00:00.0
11493,Distinguish,5.55579E+13,7,2005,00:00.0
11494,ColonialVoice,7.77793E+13,3,2005,00:00.0
11495,Distinguish,5.55532E+13,4,2008,00:00.0
11496,Distinguish,5.55551E+13,11,2008,00:00.0
11497,ColonialVoice,7.77776E+13,1,2005,00:00.0
11498,SuperiorCard,3.33378E+13,11,2006,00:00.0
11499,SuperiorCard,3.33373E+13,9,2007,00:00.0
11500,Vista,1.11147E+13,9,2007,00:00.0
11501,Vista,1.11152E+13,4,2007,00:00.0
11502,ColonialVoice,7.77761E+13,12,2005,00:00.0
11503,Vista,1.11119E+13,9,2006,00:00.0
11504,Distinguish,5.55577E+13,4,2008,00:00.0
11505,SuperiorCard,3.33344E+13,3,2005,00:00.0
11506,SuperiorCard,3.33311E+13,10,2008,00:00.0
11507,Distinguish,5.55526E+13,11,2007,00:00.0
11508,Vista,1.11184E+13,6,2008,00:00.0
11509,ColonialVoice,7.77736E+13,10,2007,00:00.0
11510,Distinguish,5.5553E+13,2,2005,00:00.0
11511,ColonialVoice,7.77717E+13,8,2006,00:00.0
11512,ColonialVoice,7.77783E+13,5,2007,00:00.0
11513,ColonialVoice,7.7774E+13,1,2007,00:00.0
11514,SuperiorCard,3.33335E+13,7,2008,00:00.0
11515,ColonialVoice,7.77722E+13,1,2007,00:00.0
11516,ColonialVoice,7.77741E+13,10,2005,00:00.0
11517,Vista,1.11135E+13,8,2007,00:00.0
11518,Distinguish,5.55576E+13,1,2008,00:00.0
11519,ColonialVoice,7.7778E+13,11,2006,00:00.0
11520,ColonialVoice,7.77784E+13,6,2005,00:00.0
11521,Distinguish,5.55554E+13,10,2007,00:00.0
11522,Distinguish,5.55528E+13,4,2007,00:00.0
11523,Distinguish,5.55592E+13,1,2006,00:00.0
11524,Vista,1.11187E+13,4,2007,00:00.0
11525,Vista,1.11163E+13,12,2008,00:00.0
11526,Distinguish,5.55543E+13,12,2006,00:00.0
11527,SuperiorCard,3.33358E+13,2,2005,00:00.0
11528,SuperiorCard,3.33365E+13,11,2007,00:00.0
11529,SuperiorCard,3.33328E+13,7,2007,00:00.0
11530,Distinguish,5.55534E+13,7,2008,00:00.0
11531,Vista,1.11112E+13,1,2007,00:00.0
11532,ColonialVoice,7.7779E+13,3,2005,00:00.0
11533,SuperiorCard,3.33327E+13,8,2008,00:00.0
11534,SuperiorCard,3.33318E+13,12,2007,00:00.0
11535,Vista,1.11139E+13,2,2005,00:00.0
11536,Distinguish,5.55593E+13,4,2006,00:00.0
11537,Distinguish,5.55567E+13,6,2007,00:00.0
11538,SuperiorCard,3.3333E+13,12,2007,00:00.0
11539,Vista,1.11139E+13,7,2006,00:00.0
11540,SuperiorCard,3.33324E+13,10,2006,00:00.0
11541,ColonialVoice,7.77769E+13,12,2006,00:00.0
11542,Distinguish,5.55561E+13,10,2005,00:00.0
11543,SuperiorCard,3.33365E+13,4,2007,00:00.0
11544,Vista,1.11114E+13,8,2007,00:00.0
11545,SuperiorCard,3.33348E+13,4,2008,00:00.0
11546,ColonialVoice,7.77791E+13,10,2008,00:00.0
11547,ColonialVoice,7.77722E+13,1,2006,00:00.0
11548,SuperiorCard,3.33332E+13,2,2007,00:00.0
11549,ColonialVoice,7.77791E+13,7,2005,00:00.0
11550,SuperiorCard,3.33393E+13,8,2008,00:00.0
11551,Distinguish,5.55533E+13,11,2007,00:00.0
11552,ColonialVoice,7.77721E+13,1,2006,00:00.0
11553,SuperiorCard,3.33372E+13,11,2008,00:00.0
11554,SuperiorCard,3.3335E+13,8,2007,00:00.0
11555,Distinguish,5.5554E+13,7,2007,00:00.0
11556,Distinguish,5.55558E+13,5,2008,00:00.0
11557,ColonialVoice,7.77786E+13,5,2006,00:00.0
11558,SuperiorCard,3.33344E+13,1,2006,00:00.0
11559,Distinguish,5.55564E+13,11,2007,00:00.0
11560,SuperiorCard,3.33395E+13,4,2008,00:00.0
11561,Distinguish,5.5553E+13,5,2008,00:00.0
11562,SuperiorCard,3.33352E+13,4,2007,00:00.0
11563,ColonialVoice,7.77725E+13,5,2005,00:00.0
11564,SuperiorCard,3.33357E+13,12,2006,00:00.0
11565,ColonialVoice,7.77795E+13,10,2005,00:00.0
11566,SuperiorCard,3.33343E+13,5,2006,00:00.0
11567,Distinguish,5.55568E+13,1,2008,00:00.0
11568,SuperiorCard,3.33319E+13,8,2008,00:00.0
11569,SuperiorCard,3.33388E+13,2,2005,00:00.0
11570,ColonialVoice,7.77754E+13,4,2008,00:00.0
11571,SuperiorCard,3.33396E+13,12,2008,00:00.0
11572,ColonialVoice,7.77752E+13,11,2008,00:00.0
11573,Distinguish,5.55578E+13,8,2005,00:00.0
11574,Distinguish,5.55523E+13,11,2005,00:00.0
11575,ColonialVoice,7.77743E+13,11,2006,00:00.0
11576,Distinguish,5.55533E+13,10,2006,00:00.0
11577,Vista,1.11193E+13,1,2007,00:00.0
11578,ColonialVoice,7.77749E+13,7,2005,00:00.0
11579,SuperiorCard,3.33388E+13,12,2007,00:00.0
11580,ColonialVoice,7.77771E+13,4,2007,00:00.0
11581,ColonialVoice,7.77767E+13,2,2007,00:00.0
11582,ColonialVoice,7.77719E+13,9,2007,00:00.0
11583,SuperiorCard,3.33336E+13,11,2007,00:00.0
11584,ColonialVoice,7.77772E+13,10,2008,00:00.0
11585,ColonialVoice,7.77798E+13,8,2007,00:00.0
11586,Vista,1.11176E+13,9,2005,00:00.0
11587,Distinguish,5.55511E+13,8,2008,00:00.0
11588,Distinguish,5.55548E+13,7,2006,00:00.0
11589,Vista,1.11112E+13,11,2006,00:00.0
11590,Distinguish,5.55523E+13,4,2007,00:00.0
11591,SuperiorCard,3.33342E+13,12,2006,00:00.0
11592,Vista,1.1118E+13,12,2005,00:00.0
11593,Vista,1.11164E+13,2,2006,00:00.0
11594,Distinguish,5.5559E+13,4,2007,00:00.0
11595,SuperiorCard,3.33329E+13,1,2007,00:00.0
11596,Vista,1.11143E+13,10,2008,00:00.0
11597,SuperiorCard,3.33346E+13,3,2008,00:00.0
11598,Vista,1.1113E+13,9,2007,00:00.0
11599,SuperiorCard,3.33368E+13,1,2006,00:00.0
11600,ColonialVoice,7.77718E+13,11,2007,00:00.0
11601,Distinguish,5.55575E+13,12,2007,00:00.0
11602,ColonialVoice,7.77796E+13,6,2006,00:00.0
11603,Vista,1.11141E+13,9,2008,00:00.0
11604,SuperiorCard,3.33364E+13,9,2006,00:00.0
11605,SuperiorCard,3.33386E+13,11,2006,00:00.0
11606,Distinguish,5.55544E+13,11,2008,00:00.0
11607,Distinguish,5.55534E+13,7,2006,00:00.0
11608,Distinguish,5.55593E+13,12,2006,00:00.0
11609,Distinguish,5.55539E+13,11,2008,00:00.0
11610,SuperiorCard,3.33354E+13,3,2007,00:00.0
11611,Distinguish,5.55581E+13,1,2006,00:00.0
11612,ColonialVoice,7.77734E+13,4,2006,00:00.0
11613,Vista,1.11198E+13,12,2005,00:00.0
11614,SuperiorCard,3.33343E+13,3,2006,00:00.0
11615,Vista,1.11112E+13,9,2007,00:00.0
11616,Distinguish,5.55547E+13,7,2007,00:00.0
11617,ColonialVoice,7.77773E+13,5,2006,00:00.0
11618,Vista,1.11134E+13,12,2006,00:00.0
11619,Vista,1.11186E+13,11,2008,00:00.0
11620,Distinguish,5.55531E+13,3,2007,00:00.0
11621,SuperiorCard,3.33384E+13,3,2007,00:00.0
11622,ColonialVoice,7.77792E+13,6,2005,00:00.0
11623,Distinguish,5.55517E+13,7,2008,00:00.0
11624,ColonialVoice,7.77757E+13,10,2007,00:00.0
11625,Distinguish,5.55585E+13,3,2006,00:00.0
11626,ColonialVoice,7.77743E+13,6,2006,00:00.0
11627,SuperiorCard,3.33351E+13,3,2005,00:00.0
11628,Vista,1.11194E+13,7,2006,00:00.0
11629,SuperiorCard,3.33377E+13,5,2006,00:00.0
11630,SuperiorCard,3.33331E+13,2,2006,00:00.0
11631,ColonialVoice,7.77771E+13,11,2006,00:00.0
11632,ColonialVoice,7.77734E+13,9,2005,00:00.0
11633,Distinguish,5.5559E+13,8,2006,00:00.0
11634,Vista,1.11137E+13,7,2007,00:00.0
11635,Distinguish,5.55584E+13,3,2005,00:00.0
11636,Vista,1.11128E+13,9,2007,00:00.0
11637,Distinguish,5.55511E+13,1,2008,00:00.0
11638,SuperiorCard,3.334E+13,3,2008,00:00.0
11639,Vista,1.11153E+13,5,2005,00:00.0
11640,Vista,1.11118E+13,6,2006,00:00.0
11641,Distinguish,5.55583E+13,9,2005,00:00.0
11642,Distinguish,5.55542E+13,4,2008,00:00.0
11643,ColonialVoice,7.7773E+13,6,2007,00:00.0
11644,SuperiorCard,3.33396E+13,12,2005,00:00.0
11645,ColonialVoice,7.77775E+13,3,2006,00:00.0
11646,Distinguish,5.55581E+13,8,2005,00:00.0
